id,ap_id,latitude,longitude,timestamp
371,3233,28.237854,83.984712,2019-07-01 00:07:44.000000
372,3233,28.237854,83.984712,2019-07-01 00:07:49.000000
373,3233,28.238052000000003,83.98448499999998,2019-07-01 00:08:05.000000
374,3233,28.238052000000003,83.98448499999998,2019-07-01 00:08:07.000000
375,3233,28.233704,83.982935,2019-07-01 00:08:11.000000
376,3233,28.223205,83.9789,2019-07-01 00:08:21.000000
377,3233,28.213976,83.975486,2019-07-01 00:08:33.000000
378,3233,28.213877,83.971275,2019-07-01 00:08:45.000000
379,3233,28.21348,83.967751,2019-07-01 00:08:59.000000
380,3233,28.213565000000006,83.96328199999998,2019-07-01 00:09:21.000000
381,3233,28.212733,83.961646,2019-07-01 00:09:25.000000
382,3233,28.212733,83.961646,2019-07-01 00:09:29.000000
383,3233,28.212733,83.961646,2019-07-01 00:09:33.000000
384,3233,28.214585,83.956257,2019-07-01 00:09:55.000000
385,3233,28.214585,83.956257,2019-07-01 00:09:59.000000
386,3233,28.214585,83.956257,2019-07-01 00:10:22.000000
387,3233,28.214585,83.956257,2019-07-01 00:10:25.000000
388,3233,28.214585,83.956257,2019-07-01 00:10:29.000000
389,3233,28.219487,83.958301,2019-07-01 00:10:34.000000
390,3233,28.221902000000004,83.955066,2019-07-01 00:10:39.000000
391,3233,28.224384000000004,83.950598,2019-07-01 00:10:43.000000
392,3233,28.200666,83.943834,2019-07-01 00:10:55.000000
393,3233,28.224384000000004,83.950598,2019-07-01 00:10:55.000000
394,4545,28.201568,83.969564,2019-07-01 00:02:30.000000
395,4545,28.201569,83.969478,2019-01-07 00:02:35.833333
396,4545,28.201445,83.969154,2019-01-07 00:02:41.666666
397,4545,28.201379,83.968583,2019-01-07 00:02:47.499999
398,4545,28.201361,83.967882,2019-01-07 00:02:53.333333
399,4545,28.201378,83.967804,2019-01-07 00:02:59.166666
400,4545,28.201628000000003,83.969565,2019-07-01 00:02:30.000000
401,4545,28.201415,83.967728,2019-07-01 00:03:05.000000
402,4545,28.201695,83.967464,2019-01-07 00:03:21.333333
403,4545,28.202212,83.967033,2019-01-07 00:03:37.666666
404,4545,28.202594,83.96678,2019-01-07 00:03:53.999999
405,4545,28.202828,83.966691,2019-01-07 00:04:10.333333
406,4545,28.202938,83.966642,2019-01-07 00:04:26.666666
407,4545,28.201328000000004,83.967702,2019-07-01 00:03:05.000000
408,4545,28.203084,83.966528,2019-07-01 00:04:43.000000
409,4545,28.203788,83.965719,2019-01-07 00:04:52.800000
410,4545,28.203889,83.965599,2019-01-07 00:05:02.600000
411,4545,28.204102,83.965288,2019-01-07 00:05:12.400000
412,4545,28.204156,83.965157,2019-01-07 00:05:22.200000
413,4545,28.203124,83.966503,2019-07-01 00:04:43.000000
414,4545,28.204207,83.965001,2019-07-01 00:05:32.000000
415,4545,28.204313,83.964539,2019-01-07 00:05:36.000000
416,4545,28.204367,83.964131,2019-01-07 00:05:40.000000
417,4545,28.204361,83.963904,2019-01-07 00:05:44.000000
418,4545,28.204191,83.96494100000002,2019-07-01 00:05:32.000000
419,4545,28.204623,83.963894,2019-07-01 00:05:48.000000
420,4545,28.204977,83.96393,2019-01-07 00:05:50.333333
421,4545,28.205963,83.964465,2019-01-07 00:05:52.666666
422,4545,28.206044,83.964555,2019-01-07 00:05:54.999999
423,4545,28.206155,83.964808,2019-01-07 00:05:57.333333
424,4545,28.206348,83.965006,2019-01-07 00:05:59.666666
425,4545,28.206443,83.965167,2019-01-07 00:06:01.999999
426,4545,28.20662,83.965278,2019-01-07 00:06:04.333333
427,4545,28.20687,83.965326,2019-01-07 00:06:06.666666
428,4545,28.204673,83.963927,2019-07-01 00:05:48.000000
429,4545,28.207016,83.965287,2019-07-01 00:06:09.000000
430,4545,28.207097,83.965264,2019-01-07 00:06:09.538461
431,4545,28.207277,83.965245,2019-01-07 00:06:10.076923
432,4545,28.207338,83.965225,2019-01-07 00:06:10.615384
433,4545,28.207404,83.965179,2019-01-07 00:06:11.153846
434,4545,28.207828,83.964588,2019-01-07 00:06:11.692307
435,4545,28.208179,83.964276,2019-01-07 00:06:12.230769
436,4545,28.208288,83.964156,2019-01-07 00:06:12.769230
437,4545,28.208915,83.963419,2019-01-07 00:06:13.307692
438,4545,28.209233,83.962975,2019-01-07 00:06:13.846153
439,4545,28.209622,83.962237,2019-01-07 00:06:14.384615
440,4545,28.209595,83.962045,2019-01-07 00:06:14.923076
441,4545,28.209671,83.961745,2019-01-07 00:06:15.461538
442,4545,28.209704,83.961674,2019-01-07 00:06:15.999999
443,4545,28.209761,83.961425,2019-01-07 00:06:16.538461
444,4545,28.209759,83.961301,2019-01-07 00:06:17.076923
